事故類型及型態子類別名稱,發生年度,發生月份,發生日期,處理單位名稱警局層,發生地點,天候名稱,道路類別-第1當事者-名稱,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,肇因研判子類別名稱-主要,肇事逃逸類別名稱-是否肇逃
側撞,2022,5.0,20220527.0,花蓮縣警察局,花蓮縣吉安鄉建國路2段858號前0.0公尺附近,陰,村里道路,3.0,機車,女,69.0,蛇行、方向不定,否
側撞,2022,5.0,20220527.0,花蓮縣警察局,花蓮縣吉安鄉建國路2段858號前0.0公尺附近,陰,村里道路,4.0,機車,男,18.0,蛇行、方向不定,否
追撞,2022,5.0,20220527.0,高雄市政府警察局,高雄市梓官區梓官路9號前0.0公尺,晴,市區道路,1.0,機車,女,52.0,未注意車前狀態,否
追撞,2022,5.0,20220527.0,高雄市政府警察局,高雄市梓官區梓官路9號前0.0公尺,晴,市區道路,2.0,小客車,男,26.0,未注意車前狀態,否
側撞,2022,5.0,20220527.0,彰化縣警察局,彰化縣鹿港鎮東石里鹿工路前0.0公尺,雨,村里道路,1.0,大貨車,男,51.0,違反號誌管制或指揮,否
側撞,2022,5.0,20220527.0,彰化縣警察局,彰化縣鹿港鎮東石里鹿工路前0.0公尺,雨,村里道路,2.0,機車,男,45.0,違反號誌管制或指揮,否
穿越道路中,2022,5.0,20220527.0,桃園市政府警察局,桃園市龜山區中興路163號前0.0公尺,雨,市區道路,1.0,人,女,74.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,5.0,20220527.0,桃園市政府警察局,桃園市龜山區中興路163號前0.0公尺,雨,市區道路,2.0,機車,女,29.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
衝出路外,2022,5.0,20220528.0,雲林縣警察局,雲林縣麥寮鄉瓦磘村霄仁雲8線鄉道(011835)路燈附近,雨,村里道路,1.0,機車,男,37.0,未注意車前狀態,否
衝出路外,2022,5.0,20220528.0,雲林縣警察局,雲林縣麥寮鄉瓦磘村霄仁雲8線鄉道(011835)路燈附近,雨,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
側撞,2022,5.0,20220528.0,臺東縣警察局,臺東縣臺東市臨海路2段口 / 臺東縣臺東市豐谷南路口,晴,市區道路,1.0,機車,女,80.0,左轉彎未依規定,否
側撞,2022,5.0,20220528.0,臺東縣警察局,臺東縣臺東市臨海路2段口 / 臺東縣臺東市豐谷南路口,晴,市區道路,2.0,小客車,男,48.0,左轉彎未依規定,否
路口交岔撞,2022,5.0,20220528.0,臺南市政府警察局,臺南市新營區埤寮里中正路430巷與無名道路口,晴,市區道路,1.0,機車,女,75.0,未依規定讓車,否
路口交岔撞,2022,5.0,20220528.0,臺南市政府警察局,臺南市新營區埤寮里中正路430巷與無名道路口,晴,市區道路,2.0,小客車,女,53.0,未依規定讓車,否
其他,2022,5.0,20220528.0,彰化縣警察局,彰化縣溪湖鎮河東里環河路2段前0.0公尺,晴,村里道路,1.0,大貨車,男,51.0,不明原因肇事,否
其他,2022,5.0,20220528.0,彰化縣警察局,彰化縣溪湖鎮河東里環河路2段前0.0公尺,晴,村里道路,2.0,機車,女,21.0,不明原因肇事,否
其他,2022,5.0,20220528.0,彰化縣警察局,彰化縣溪湖鎮河東里環河路2段前0.0公尺,晴,村里道路,3.0,人,男,24.0,不明原因肇事,否
撞護欄(樁),2022,5.0,20220528.0,屏東縣政府警察局,屏東縣萬丹鄉四維村公園路電桿:社皮幹5L5,晴,縣道,1.0,機車,女,43.0,未注意車前狀態,否
撞護欄(樁),2022,5.0,20220528.0,屏東縣政府警察局,屏東縣萬丹鄉四維村公園路電桿:社皮幹5L5,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
追撞,2022,5.0,20220528.0,臺中市政府警察局,臺中市神岡區社南里昌平路五段288號前0.0公尺,晴,市區道路,1.0,小客車,男,21.0,酒醉(後)駕駛失控,否
追撞,2022,5.0,20220528.0,臺中市政府警察局,臺中市神岡區社南里昌平路五段288號前0.0公尺,晴,市區道路,2.0,慢車,男,54.0,酒醉(後)駕駛失控,否
追撞,2022,5.0,20220528.0,臺中市政府警察局,臺中市神岡區社南里昌平路五段288號前0.0公尺,晴,市區道路,3.0,人,女,25.0,酒醉(後)駕駛失控,否
側撞,2022,5.0,20220528.0,臺南市政府警察局,臺南市北區西門路四段北側 / 臺南市北區文成一路,晴,市區道路,1.0,小客車,男,59.0,迴轉未依規定,否
側撞,2022,5.0,20220528.0,臺南市政府警察局,臺南市北區西門路四段北側 / 臺南市北區文成一路,晴,市區道路,2.0,機車,男,55.0,迴轉未依規定,否
路上翻車、摔倒,2022,5.0,20220528.0,新北市政府警察局,新北市汐止區新北市汐止區伯爵街與伯爵街伯爵夫人社區管理委員會,晴,市區道路,1.0,機車,男,17.0,超速失控,否
路上翻車、摔倒,2022,5.0,20220528.0,新北市政府警察局,新北市汐止區新北市汐止區伯爵街與伯爵街伯爵夫人社區管理委員會,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,超速失控,否
路上翻車、摔倒,2022,5.0,20220528.0,新北市政府警察局,新北市汐止區新北市汐止區伯爵街與伯爵街伯爵夫人社區管理委員會,晴,市區道路,3.0,小客車,男,60.0,超速失控,否
路上翻車、摔倒,2022,5.0,20220528.0,新北市政府警察局,新北市汐止區新北市汐止區伯爵街與伯爵街伯爵夫人社區管理委員會,晴,市區道路,4.0,人,女,18.0,超速失控,否
路上翻車、摔倒,2022,5.0,20220528.0,宜蘭縣政府警察局,宜蘭縣大同鄉台7線 88.2公里,晴,省道,1.0,機車,男,23.0,未注意車前狀態,否
路上翻車、摔倒,2022,5.0,20220528.0,宜蘭縣政府警察局,宜蘭縣大同鄉台7線 88.2公里,晴,省道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞護欄(樁),2022,5.0,20220529.0,嘉義縣警察局,嘉義縣六腳鄉灣南村嘉59線1.7公里處,晴,鄉道,1.0,機車,男,75.0,不明原因肇事,否
撞護欄(樁),2022,5.0,20220529.0,嘉義縣警察局,嘉義縣六腳鄉灣南村嘉59線1.7公里處,晴,鄉道,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
衝出路外,2022,5.0,20220530.0,臺南市政府警察局,臺南市東山區聖賢里田尾15-1號,晴,村里道路,1.0,機車,男,60.0,未注意車前狀態,否
衝出路外,2022,5.0,20220530.0,臺南市政府警察局,臺南市東山區聖賢里田尾15-1號,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
同向擦撞,2022,5.0,20220530.0,宜蘭縣政府警察局,宜蘭縣三星鄉三星路三段(606巷口附近121號路燈前),晴,省道,1.0,機車,男,58.0,變換車道或方向不當,否
同向擦撞,2022,5.0,20220530.0,宜蘭縣政府警察局,宜蘭縣三星鄉三星路三段(606巷口附近121號路燈前),晴,省道,2.0,機車,男,22.0,變換車道或方向不當,否
同向擦撞,2022,5.0,20220530.0,宜蘭縣政府警察局,宜蘭縣三星鄉三星路三段(606巷口附近121號路燈前),晴,省道,3.0,小客車,男,50.0,變換車道或方向不當,是
其他,2022,5.0,20220531.0,新北市政府警察局,新北市三峽區隆恩街190號前0.0公尺,雨,市區道路,1.0,小貨車(含客、貨兩用),男,68.0,未注意車前狀態,是
其他,2022,5.0,20220531.0,新北市政府警察局,新北市三峽區隆恩街190號前0.0公尺,雨,市區道路,2.0,人,男,43.0,未注意車前狀態,否
撞交通島,2022,5.0,20220531.0,臺中市政府警察局,臺中市豐原區社皮里002鄰豐原大道一段252號前0.0公尺,晴,市區道路,1.0,機車,男,45.0,未注意車前狀態,否
撞交通島,2022,5.0,20220531.0,臺中市政府警察局,臺中市豐原區社皮里002鄰豐原大道一段252號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
同向擦撞,2022,5.0,20220531.0,臺北市政府警察局,臺北市大同區通河西街1段前0.0公尺,雨,市區道路,1.0,慢車,男,71.0,變換車道或方向不當,否
同向擦撞,2022,5.0,20220531.0,臺北市政府警察局,臺北市大同區通河西街1段前0.0公尺,雨,市區道路,2.0,機車,男,31.0,變換車道或方向不當,否
穿越道路中,2022,5.0,20220531.0,高雄市政府警察局,高雄市前鎮區一德路 / 高雄市前鎮區修文一街,晴,市區道路,1.0,小客車,男,28.0,未注意車前狀態,否
穿越道路中,2022,5.0,20220531.0,高雄市政府警察局,高雄市前鎮區一德路 / 高雄市前鎮區修文一街,晴,市區道路,2.0,人,男,59.0,未注意車前狀態,否
側撞,2022,5.0,20220531.0,嘉義縣警察局,嘉義縣大林鎮溝背里嘉98線5公里處,晴,鄉道,1.0,小客車,男,71.0,未依規定使用燈光,否
側撞,2022,5.0,20220531.0,嘉義縣警察局,嘉義縣大林鎮溝背里嘉98線5公里處,晴,鄉道,2.0,機車,女,21.0,未依規定使用燈光,否
穿越道路中,2022,5.0,20220531.0,花蓮縣警察局,花蓮縣花蓮市榮正街127號前0.0公尺,陰,市區道路,1.0,人,女,71.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,5.0,20220531.0,花蓮縣警察局,花蓮縣花蓮市榮正街127號前0.0公尺,陰,市區道路,2.0,大貨車,男,61.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,5.0,20220531.0,花蓮縣警察局,花蓮縣花蓮市榮正街127號前0.0公尺,陰,市區道路,3.0,人,男,39.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
追撞,2022,5.0,20220531.0,彰化縣警察局,彰化縣伸港鄉台61線 166公里800.0公尺處南側向外側,晴,省道,1.0,小貨車(含客、貨兩用),男,50.0,未保持行車安全距離,否
追撞,2022,5.0,20220531.0,彰化縣警察局,彰化縣伸港鄉台61線 166公里800.0公尺處南側向外側,晴,省道,2.0,曳引車,男,51.0,未保持行車安全距離,否
撞護欄(樁),2022,6.0,20220601.0,桃園市政府警察局,桃園市復興區中正路256號前0.0公尺附近,雨,市區道路,1.0,機車,男,54.0,未注意車前狀態,否
撞護欄(樁),2022,6.0,20220601.0,桃園市政府警察局,桃園市復興區中正路256號前0.0公尺附近,雨,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
其他,2022,6.0,20220601.0,臺北市政府警察局,臺北市萬華區萬大路427號前0.0公尺,晴,市區道路,1.0,機車,男,19.0,超速失控,否
其他,2022,6.0,20220601.0,臺北市政府警察局,臺北市萬華區萬大路427號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),64.0,超速失控,否
同向擦撞,2022,6.0,20220601.0,臺中市政府警察局,臺中市西屯區協和里五權西路三段 / 臺中市西屯區協和里工業區二十三路,晴,市區道路,1.0,小貨車(含客、貨兩用),男,58.0,右轉彎未依規定,否
同向擦撞,2022,6.0,20220601.0,臺中市政府警察局,臺中市西屯區協和里五權西路三段 / 臺中市西屯區協和里工業區二十三路,晴,市區道路,2.0,機車,男,32.0,右轉彎未依規定,否
同向擦撞,2022,6.0,20220601.0,新北市政府警察局,新北市汐止區大同路3段 / 新北市汐止區大安街附近,晴,市區道路,1.0,機車,男,27.0,違反特定標誌(線)禁制,否
同向擦撞,2022,6.0,20220601.0,新北市政府警察局,新北市汐止區大同路3段 / 新北市汐止區大安街附近,晴,市區道路,2.0,曳引車,男,61.0,違反特定標誌(線)禁制,否
同向擦撞,2022,6.0,20220601.0,新北市政府警察局,新北市汐止區大同路3段 / 新北市汐止區大安街附近,晴,市區道路,3.0,人,女,28.0,違反特定標誌(線)禁制,否
其他,2022,6.0,20220601.0,彰化縣警察局,彰化縣芳苑鄉漢寶村芳漢路漢１段 / 彰化縣芳苑鄉漢寶村芳漢路漢１段,晴,其他,1.0,小貨車(含客、貨兩用),男,87.0,未依規定讓車,否
其他,2022,6.0,20220601.0,彰化縣警察局,彰化縣芳苑鄉漢寶村芳漢路漢１段 / 彰化縣芳苑鄉漢寶村芳漢路漢１段,晴,其他,2.0,機車,女,42.0,未依規定讓車,否
其他,2022,6.0,20220601.0,彰化縣警察局,彰化縣芳苑鄉漢寶村芳漢路漢１段 / 彰化縣芳苑鄉漢寶村芳漢路漢１段,晴,其他,3.0,人,男,9.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220601.0,屏東縣政府警察局,屏東縣萬丹鄉萬竹路口 / 屏東縣萬丹鄉萬竹路,晴,市區道路,1.0,機車,女,63.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220601.0,屏東縣政府警察局,屏東縣萬丹鄉萬竹路口 / 屏東縣萬丹鄉萬竹路,晴,市區道路,2.0,小貨車(含客、貨兩用),男,36.0,未依規定讓車,否
同向擦撞,2022,6.0,20220602.0,臺東縣警察局,臺東縣臺東市中華大橋北上車道(臺東市公所編號010326號路燈附近),晴,市區道路,1.0,機車,男,66.0,未保持行車安全間隔,否
同向擦撞,2022,6.0,20220602.0,臺東縣警察局,臺東縣臺東市中華大橋北上車道(臺東市公所編號010326號路燈附近),晴,市區道路,2.0,慢車,女,81.0,未保持行車安全間隔,否
側撞,2022,6.0,20220602.0,桃園市政府警察局,桃園市中壢區中正路二段口 / 桃園市中壢區大享街口,晴,市區道路,1.0,大貨車,男,43.0,未依規定讓車,否
側撞,2022,6.0,20220602.0,桃園市政府警察局,桃園市中壢區中正路二段口 / 桃園市中壢區大享街口,晴,市區道路,2.0,機車,男,24.0,未依規定讓車,否
追撞,2022,6.0,20220602.0,新北市政府警察局,新北市三重區重新路3段122號前0.0公尺,晴,市區道路,1.0,機車,男,19.0,未注意車前狀態,否
追撞,2022,6.0,20220602.0,新北市政府警察局,新北市三重區重新路3段122號前0.0公尺,晴,市區道路,2.0,機車,男,79.0,未注意車前狀態,否
側撞,2022,6.0,20220602.0,桃園市政府警察局,桃園市觀音區中山路一段738號前0.0公尺,晴,市區道路,1.0,小客車,男,45.0,迴轉未依規定,否
側撞,2022,6.0,20220602.0,桃園市政府警察局,桃園市觀音區中山路一段738號前0.0公尺,晴,市區道路,2.0,機車,男,20.0,迴轉未依規定,否
側撞,2022,6.0,20220603.0,屏東縣政府警察局,屏東縣枋山鄉台1線、成功路,晴,市區道路,1.0,機車,男,21.0,迴轉未依規定,否
側撞,2022,6.0,20220603.0,屏東縣政府警察局,屏東縣枋山鄉台1線、成功路,晴,市區道路,2.0,小客車,男,19.0,迴轉未依規定,否
側撞,2022,6.0,20220603.0,屏東縣政府警察局,屏東縣枋山鄉台1線、成功路,晴,市區道路,3.0,人,男,18.0,迴轉未依規定,否
撞路樹、電桿,2022,6.0,20220603.0,臺中市政府警察局,臺中市沙鹿區三鹿里向上路七段前0.0公尺,晴,市區道路,1.0,機車,男,55.0,酒醉(後)駕駛失控,否
撞路樹、電桿,2022,6.0,20220603.0,臺中市政府警察局,臺中市沙鹿區三鹿里向上路七段前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,酒醉(後)駕駛失控,否
撞交通島,2022,6.0,20220603.0,新竹市警察局,新竹市香山區中華路五段670號,晴,市區道路,1.0,機車,男,77.0,其他引起事故之違規或不當行為,否
撞交通島,2022,6.0,20220603.0,新竹市警察局,新竹市香山區中華路五段670號,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,其他引起事故之違規或不當行為,否
撞護欄(樁),2022,6.0,20220603.0,新北市政府警察局,新北市淡水區行忠路32-對面號前0.0公尺,晴,市區道路,1.0,機車,男,16.0,不明原因肇事,否
撞護欄(樁),2022,6.0,20220603.0,新北市政府警察局,新北市淡水區行忠路32-對面號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
側撞,2022,6.0,20220603.0,高雄市政府警察局,高雄市鳳山區村紅毛港路 / 高雄市鳳山區家和一街,晴,市區道路,1.0,機車,男,57.0,左轉彎未依規定,否
側撞,2022,6.0,20220603.0,高雄市政府警察局,高雄市鳳山區村紅毛港路 / 高雄市鳳山區家和一街,晴,市區道路,2.0,大貨車,男,24.0,左轉彎未依規定,否
側撞,2022,6.0,20220603.0,高雄市政府警察局,高雄市鳳山區村紅毛港路 / 高雄市鳳山區家和一街,晴,市區道路,3.0,人,男,18.0,左轉彎未依規定,否
撞橋樑、建築物,2022,6.0,20220604.0,新竹縣政府警察局,新竹縣竹東鎮員山路25號前0.0公尺附近,陰,市區道路,1.0,小客車,男,27.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220604.0,新竹縣政府警察局,新竹縣竹東鎮員山路25號前0.0公尺附近,陰,市區道路,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220604.0,新竹縣政府警察局,新竹縣竹東鎮員山路25號前0.0公尺附近,陰,市區道路,3.0,人,男,19.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220604.0,新竹縣政府警察局,新竹縣竹東鎮員山路25號前0.0公尺附近,陰,市區道路,4.0,人,男,18.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220604.0,新竹縣政府警察局,新竹縣竹東鎮員山路25號前0.0公尺附近,陰,市區道路,5.0,人,男,20.0,酒醉(後)駕駛失控,否
撞護欄(樁),2022,6.0,20220604.0,宜蘭縣政府警察局,宜蘭縣壯圍鄉美福路二段222號,晴,市區道路,1.0,慢車,男,58.0,未注意車前狀態,否
撞護欄(樁),2022,6.0,20220604.0,宜蘭縣政府警察局,宜蘭縣壯圍鄉美福路二段222號,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
追撞,2022,6.0,20220604.0,臺北市政府警察局,臺北市大安區忠孝東路4段 / 臺北市大安區忠孝東路4段,晴,市區道路,1.0,機車,男,55.0,未注意車前狀態,否
追撞,2022,6.0,20220604.0,臺北市政府警察局,臺北市大安區忠孝東路4段 / 臺北市大安區忠孝東路4段,晴,市區道路,2.0,小客車,男,28.0,未注意車前狀態,否
追撞,2022,6.0,20220604.0,臺北市政府警察局,臺北市大安區忠孝東路4段 / 臺北市大安區忠孝東路4段,晴,市區道路,3.0,小客車,女,34.0,未注意車前狀態,否
撞號誌、標誌桿,2022,6.0,20220604.0,雲林縣警察局,雲林縣虎尾鎮建國里293070燈桿前,晴,村里道路,1.0,機車,男,45.0,未注意車前狀態,否
撞號誌、標誌桿,2022,6.0,20220604.0,雲林縣警察局,雲林縣虎尾鎮建國里293070燈桿前,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞路樹、電桿,2022,6.0,20220604.0,彰化縣警察局,彰化縣二林鎮萬合里成田巷前0.0公尺,晴,村里道路,1.0,小客車,男,59.0,未注意車前狀態,否
撞路樹、電桿,2022,6.0,20220604.0,彰化縣警察局,彰化縣二林鎮萬合里成田巷前0.0公尺,晴,村里道路,2.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
撞路樹、電桿,2022,6.0,20220604.0,彰化縣警察局,彰化縣二林鎮萬合里成田巷前0.0公尺,晴,村里道路,3.0,人,男,64.0,未注意車前狀態,否
撞路樹、電桿,2022,6.0,20220604.0,彰化縣警察局,彰化縣二林鎮萬合里成田巷前0.0公尺,晴,村里道路,4.0,人,男,66.0,未注意車前狀態,否
衝出路外,2022,6.0,20220605.0,屏東縣政府警察局,屏東縣內埔鄉東寧村東寧路472巷100號附近,晴,縣道,1.0,慢車,男,60.0,未注意車前狀態,否
衝出路外,2022,6.0,20220605.0,屏東縣政府警察局,屏東縣內埔鄉東寧村東寧路472巷100號附近,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
其他,2022,6.0,20220605.0,宜蘭縣政府警察局,宜蘭縣壯圍鄉壯濱路2段285號前0.0公尺,晴,市區道路,1.0,慢車,男,80.0,未依規定讓車,否
其他,2022,6.0,20220605.0,宜蘭縣政府警察局,宜蘭縣壯圍鄉壯濱路2段285號前0.0公尺,晴,市區道路,2.0,小客車,男,20.0,未依規定讓車,否
撞動物,2022,6.0,20220605.0,屏東縣政府警察局,屏東縣東港鎮大同路262號前0.0公尺附近,晴,市區道路,1.0,機車,男,67.0,未注意車前狀態,否
撞動物,2022,6.0,20220605.0,屏東縣政府警察局,屏東縣東港鎮大同路262號前0.0公尺附近,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
路口交岔撞,2022,6.0,20220606.0,高雄市政府警察局,高雄市三民區九如一路 / 高雄市三民區臥龍路,晴,市區道路,1.0,機車,男,81.0,違反號誌管制或指揮,否
路口交岔撞,2022,6.0,20220606.0,高雄市政府警察局,高雄市三民區九如一路 / 高雄市三民區臥龍路,晴,市區道路,2.0,機車,男,30.0,違反號誌管制或指揮,否
其他,2022,6.0,20220606.0,花蓮縣警察局,花蓮縣新城鄉北埔村北埔路197號前0.0公尺南側,晴,村里道路,1.0,機車,女,72.0,起步未注意其他車(人)安全,否
其他,2022,6.0,20220606.0,花蓮縣警察局,花蓮縣新城鄉北埔村北埔路197號前0.0公尺南側,晴,村里道路,2.0,大貨車,男,63.0,起步未注意其他車(人)安全,否
路口交岔撞,2022,6.0,20220606.0,雲林縣警察局,雲林縣二崙鄉油車村電桿224東10K旁路口,晴,其他,1.0,機車,男,60.0,未注意車前狀態,否
路口交岔撞,2022,6.0,20220606.0,雲林縣警察局,雲林縣二崙鄉油車村電桿224東10K旁路口,晴,其他,2.0,小貨車(含客、貨兩用),男,47.0,未注意車前狀態,否
路口交岔撞,2022,6.0,20220606.0,宜蘭縣政府警察局,宜蘭縣冬山鄉武罕一路口 / 宜蘭縣冬山鄉幸福五路口,晴,村里道路,1.0,機車,女,59.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220606.0,宜蘭縣政府警察局,宜蘭縣冬山鄉武罕一路口 / 宜蘭縣冬山鄉幸福五路口,晴,村里道路,2.0,小客車,男,42.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220606.0,宜蘭縣政府警察局,宜蘭縣冬山鄉武罕一路口 / 宜蘭縣冬山鄉幸福五路口,晴,村里道路,3.0,人,男,45.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220606.0,桃園市政府警察局,桃園市中壢區山大路口 / 桃園市中壢區山安路口,雨,市區道路,1.0,機車,女,54.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220606.0,桃園市政府警察局,桃園市中壢區山大路口 / 桃園市中壢區山安路口,雨,市區道路,2.0,小客車,男,42.0,未依規定讓車,否
路口交岔撞,2022,6.0,20220606.0,臺中市政府警察局,臺中市北屯區后庄里松竹路三段 / 臺中市北屯區后庄里后庄路,晴,市區道路,1.0,特種車,男,31.0,其他引起事故之違規或不當行為,否
路口交岔撞,2022,6.0,20220606.0,臺中市政府警察局,臺中市北屯區后庄里松竹路三段 / 臺中市北屯區后庄里后庄路,晴,市區道路,2.0,機車,男,54.0,其他引起事故之違規或不當行為,否
穿越道路中,2022,6.0,20220606.0,嘉義縣警察局,嘉義縣大林鎮過溪里過溪6號前,陰,縣道,1.0,人,男,39.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
穿越道路中,2022,6.0,20220606.0,嘉義縣警察局,嘉義縣大林鎮過溪里過溪6號前,陰,縣道,2.0,小客車,男,45.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
撞路樹、電桿,2022,6.0,20220606.0,臺南市政府警察局,臺南市新市區永就里永就55-7號,陰,縣道,1.0,機車,女,49.0,未注意車前狀態,否
撞路樹、電桿,2022,6.0,20220606.0,臺南市政府警察局,臺南市新市區永就里永就55-7號,陰,縣道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,6.0,20220606.0,臺南市政府警察局,臺南市東區大同路口 / 臺南市東區大同路1段口,陰,市區道路,1.0,小客車,男,30.0,未注意車前狀態,否
穿越道路中,2022,6.0,20220606.0,臺南市政府警察局,臺南市東區大同路口 / 臺南市東區大同路1段口,陰,市區道路,2.0,人,男,92.0,未注意車前狀態,否
其他,2022,6.0,20220607.0,彰化縣警察局,彰化縣芳苑鄉興仁村建成路口 / 彰化縣芳苑鄉台17線路口,陰,村里道路,1.0,大貨車,男,44.0,未依規定讓車,否
其他,2022,6.0,20220607.0,彰化縣警察局,彰化縣芳苑鄉興仁村建成路口 / 彰化縣芳苑鄉台17線路口,陰,村里道路,2.0,小客車,男,44.0,未依規定讓車,否
其他,2022,6.0,20220607.0,彰化縣警察局,彰化縣芳苑鄉興仁村建成路口 / 彰化縣芳苑鄉台17線路口,陰,村里道路,3.0,人,女,44.0,未依規定讓車,否
側撞,2022,6.0,20220607.0,苗栗縣警察局,苗栗縣銅鑼鄉119甲線與台72線口,雨,縣道,1.0,小貨車(含客、貨兩用),男,58.0,左轉彎未依規定,否
側撞,2022,6.0,20220607.0,苗栗縣警察局,苗栗縣銅鑼鄉119甲線與台72線口,雨,縣道,2.0,機車,男,32.0,左轉彎未依規定,否
追撞,2022,6.0,20220607.0,臺北市政府警察局,臺北市中山區民權東路1段69號前0.0公尺,陰,市區道路,1.0,小客車,男,57.0,變換車道或方向不當,否
追撞,2022,6.0,20220607.0,臺北市政府警察局,臺北市中山區民權東路1段69號前0.0公尺,陰,市區道路,2.0,機車,男,53.0,變換車道或方向不當,否
追撞,2022,6.0,20220607.0,臺北市政府警察局,臺北市中山區民權東路1段69號前0.0公尺,陰,市區道路,3.0,機車,男,28.0,變換車道或方向不當,否
撞橋樑、建築物,2022,6.0,20220607.0,花蓮縣警察局,花蓮縣富里鄉台9線 282公里600.0公尺處,晴,省道,1.0,曳引車,男,53.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220607.0,花蓮縣警察局,花蓮縣富里鄉台9線 282公里600.0公尺處,晴,省道,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220607.0,花蓮縣警察局,花蓮縣富里鄉台9線 282公里600.0公尺處,晴,省道,3.0,機車,女,48.0,酒醉(後)駕駛失控,否
撞橋樑、建築物,2022,6.0,20220607.0,花蓮縣警察局,花蓮縣富里鄉台9線 282公里600.0公尺處,晴,省道,4.0,小貨車(含客、貨兩用),男,59.0,酒醉(後)駕駛失控,否
撞護欄(樁),2022,6.0,20220607.0,宜蘭縣政府警察局,宜蘭縣冬山鄉進福路進福橋上號前0.0公尺北側,雨,村里道路,1.0,機車,男,56.0,疲勞(患病)駕駛失控,否
撞護欄(樁),2022,6.0,20220607.0,宜蘭縣政府警察局,宜蘭縣冬山鄉進福路進福橋上號前0.0公尺北側,雨,村里道路,2.0,,無或物(動物、堆置物),-1.0,疲勞(患病)駕駛失控,否
側撞,2022,6.0,20220608.0,彰化縣警察局,彰化縣大村鄉平和村山腳路168-1號前0.0公尺,雨,村里道路,1.0,機車,女,61.0,未依規定讓車,否
側撞,2022,6.0,20220608.0,彰化縣警察局,彰化縣大村鄉平和村山腳路168-1號前0.0公尺,雨,村里道路,2.0,機車,男,23.0,未依規定讓車,否
側撞,2022,6.0,20220608.0,臺東縣警察局,臺東縣關山鎮台9線 321公里900.0公尺處,晴,省道,1.0,小客車,男,43.0,違反特定標誌(線)禁制,否
側撞,2022,6.0,20220608.0,臺東縣警察局,臺東縣關山鎮台9線 321公里900.0公尺處,晴,省道,2.0,機車,男,82.0,違反特定標誌(線)禁制,否
側撞,2022,6.0,20220608.0,臺東縣警察局,臺東縣關山鎮台9線 321公里900.0公尺處,晴,省道,3.0,人,女,57.0,違反特定標誌(線)禁制,否
撞路樹、電桿,2022,6.0,20220608.0,臺南市政府警察局,臺南市柳營區東昇里台1線294.3公里第572417號燈桿-附近,晴,市區道路,1.0,小客車,男,52.0,未注意車前狀態,否
